restaurant_id,name,address,coordinates,inserted_at_timestamp,location,rating,review_count,zip_code,cuisine
w4aW7geanPgny-dxsDNkMA,Moon Kee,"""['2642 Broadway', 'New York, NY 10025']""","""{'latitude': 40.7973721, 'longitude': -73.9694833}""",2024-02-19 14:01:11.291463,"""{'address1': '2642 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2642 Broadway', 'New York, NY 10025']}""",4.3,39,10025,Chinese
6Ct7OeTRn4caY9g0swFBsw,La Contenta,"""['102 Norfolk St', 'New York, NY 10002']""","""{'latitude': 40.71873, 'longitude': -73.98691}""",2024-02-19 14:01:18.191532,"""{'address1': '102 Norfolk St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['102 Norfolk St', 'New York, NY 10002']}""",4.5,930,10002,Chinese
j9a6xr78a6tPBblKvvBJew,The Cactus Shop,"""['231 Kent Ave', 'Brooklyn, NY 11249']""","""{'latitude': 40.71672, 'longitude': -73.96543}""",2024-02-19 14:01:25.929395,"""{'address1': '231 Kent Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['231 Kent Ave', 'Brooklyn, NY 11249']}""",4.3,71,11249,Chinese
L3REPLCvQpMapYPd_fkS-A,Los Mariscos,"""['409 W 15th St', 'New York, NY 10011']""","""{'latitude': 40.74207, 'longitude': -74.00565}""",2024-02-19 14:01:18.957570,"""{'address1': '409 W 15th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['409 W 15th St', 'New York, NY 10011']}""",4.6,800,10011,Chinese
ePJlqiIhoVKIJW69IE53rg,Botte Brooklyn,"""['327 Gold St', 'Brooklyn, NY 11201']""","""{'latitude': 40.69446, 'longitude': -73.98316}""",2024-02-19 14:01:01.834719,"""{'address1': '327 Gold St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['327 Gold St', 'Brooklyn, NY 11201']}""",4.3,86,11201,Chinese
Vbmv3T7hr_owVic5BQXs5w,Din Soup Dumplings,"""['162 Montague St', 'Brooklyn, NY 11201']""","""{'latitude': 40.694191, 'longitude': -73.992814}""",2024-02-19 14:01:10.645474,"""{'address1': '162 Montague St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['162 Montague St', 'Brooklyn, NY 11201']}""",4.5,226,11201,Chinese
s5nPO911cYB2chdwqSqT9g,La Nonna Ristorante & Bar,"""['184 Kent Ave', 'Brooklyn, NY 11249']""","""{'latitude': 40.71848683628801, 'longitude': -73.96404187764361}""",2024-02-19 14:01:02.891348,"""{'address1': '184 Kent Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['184 Kent Ave', 'Brooklyn, NY 11249']}""",4.1,443,11249,Chinese
JyXn_GCGM2DsNYIzgzQrDw,Da Gennaro,"""['129 Mulberry St', 'New York, NY 10013']""","""{'latitude': 40.71832, 'longitude': -73.99794}""",2024-02-19 14:01:02.761183,"""{'address1': '129 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['129 Mulberry St', 'New York, NY 10013']}""",4.1,1363,10013,Chinese
a4WZUTKn90dOkeY38JHNjQ,Aurora,"""['70 Grand St', 'Brooklyn, NY 11249']""","""{'latitude': 40.715621, 'longitude': -73.964757}""",2024-02-19 14:01:02.555013,"""{'address1': '70 Grand St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['70 Grand St', 'Brooklyn, NY 11249']}""",4.0,850,11249,Chinese
MaoCNdHni6MLjM9iYQqHcg,Frida Midtown,"""['214 E 52nd St', 'New York, NY 10022']""","""{'latitude': 40.75667, 'longitude': -73.969168}""",2024-02-19 14:01:19.132575,"""{'address1': '214 E 52nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['214 E 52nd St', 'New York, NY 10022']}""",4.5,184,10022,Chinese
R26zweQ8-xoZS7iHkXQOvw,Shanghai 21,"""['21 Mott St', 'New York, NY 10013']""","""{'latitude': 40.71441, 'longitude': -73.99902}""",2024-02-19 14:01:11.214043,"""{'address1': '21 Mott St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['21 Mott St', 'New York, NY 10013']}""",4.1,2016,10013,Chinese
9aJ1MVTthZw3QjqoG7mPjg,Rosie's,"""['29 E 2nd St', 'New York, NY 10003']""","""{'latitude': 40.72493398880827, 'longitude': -73.99062355504286}""",2024-02-19 14:01:19.093114,"""{'address1': '29 E 2nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['29 E 2nd St', 'New York, NY 10003']}""",3.9,905,10003,Chinese
iSjPBJRiWqrgxW7ZM3CGig,Birds of a Feather,"""['191 Grand St', 'Brooklyn, NY 11211']""","""{'latitude': 40.71442, 'longitude': -73.960441}""",2024-02-19 14:01:10.726314,"""{'address1': '191 Grand St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['191 Grand St', 'Brooklyn, NY 11211']}""",4.2,650,11211,Chinese
nrwOQSXoRXfAYhkdjiUk8g,Toro Loco,"""['15 Stone St', 'New York, NY 10004']""","""{'latitude': 40.70421, 'longitude': -74.01208}""",2024-02-19 14:01:18.660461,"""{'address1': '15 Stone St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['15 Stone St', 'New York, NY 10004']}""",4.0,469,10004,Chinese
jLhKLKuNPMTzAMJgEY5DsQ,Monarch Restaurant,"""['146 Metropolitan Ave', 'Brooklyn, NY 11249']""","""{'latitude': 40.715895, 'longitude': -73.962271}""",2024-02-19 14:01:11.196802,"""{'address1': '146 Metropolitan Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['146 Metropolitan Ave', 'Brooklyn, NY 11249']}""",4.5,144,11249,Chinese
h0pRCiJDrCN7tm3VX5tILQ,CHILI,"""['13 E 37th St', 'New York, NY 10016']""","""{'latitude': 40.75002, 'longitude': -73.98215}""",2024-02-19 14:01:10.587978,"""{'address1': '13 E 37th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['13 E 37th St', 'New York, NY 10016']}""",4.6,765,10016,Chinese
wfhMIiMh2A2psCGONOVSlg,Han Dynasty,"""['90 3rd Ave', 'New York, NY 10003']""","""{'latitude': 40.732072, 'longitude': -73.988074}""",2024-02-19 14:01:03.209695,"""{'address1': '90 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['90 3rd Ave', 'New York, NY 10003']}""",3.9,1374,10003,Chinese
mPHPVJ2-8mOR-lFHafrc6w,Evelina,"""['211 Dekalb Ave', 'Brooklyn, NY 11205']""","""{'latitude': 40.689722, 'longitude': -73.971003}""",2024-02-19 14:01:02.388233,"""{'address1': '211 Dekalb Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['211 Dekalb Ave', 'Brooklyn, NY 11205']}""",4.4,391,11205,Chinese
znlol6dCKwjoXpZZwV_ZOg,Nacho Macho Taco,"""['82 5th Ave', 'Brooklyn, NY 11217']""","""{'latitude': 40.680624747880046, 'longitude': -73.97778009698678}""",2024-02-19 14:01:19.053710,"""{'address1': '82 5th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['82 5th Ave', 'Brooklyn, NY 11217']}""",4.3,241,11217,Chinese
jnEv25Y2DosTq2sNnvmC9g,Los Tacos No.1,"""['75 9th Ave', 'Chelsea Market', 'New York, NY 10011']""","""{'latitude': 40.7422546402357, 'longitude': -74.0059581}""",2024-02-19 14:01:26.004873,"""{'address1': '75 9th Ave', 'address2': '', 'address3': 'Chelsea Market', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'Chelsea Market', 'New York, NY 10011']}""",4.6,3850,10011,Chinese
dYWjNK07igws9jFNgQmhng,Rosa Mexicano,"""['9 E 18th St', 'New York, NY 10003']""","""{'latitude': 40.738285, 'longitude': -73.990807}""",2024-02-19 14:01:18.822428,"""{'address1': '9 E 18th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['9 E 18th St', 'New York, NY 10003']}""",3.5,1731,10003,Chinese
